TIME_frame,TRACK_ID,X_(com),Y_(com),angle,area
    0,    86, 374.873063, 305.841871, 0.152274,     0
    0,    87, 309.760235, 47.828487, 4.072941,     0
    0,    88, 332.646537, 70.768094, 1.255418,     0
    0,    89, 52.846193, 159.789067, 3.875304,     0
    0,    90, 55.352283, 301.624876, 3.365203,     0
    0,    91, 235.257324, 313.788396, 5.323641,     0
    0,   273, 241.775854, 394.966132, 4.016202,     0
    0,    92, 149.688397, 199.486464, 0.912164,     0
    0,    93, 132.042112, 302.379105, 5.557947,     0
    0,    94, 115.765184, 327.720135, 1.384242,     0
    0,    95, 25.553071, 88.137587, 0.470840,     0
    0,    96, 174.385610, 40.380782, 5.210585,     0
    0,    97, 73.819622, 345.683312, 2.126033,     0
    0,    98, 146.573125, 80.900878, 6.044027,     0
    0,    99, 347.478852, 232.236357, 1.077175,     0
    0,   100, 255.799617, 364.022969, 4.006253,     0
    0,   101, 291.458203, 100.031431, 6.197689,     0
    0,   102, 288.299381, 329.000782, 5.055032,     0
    0,   103, 69.636889, 256.799410, 0.195293,     0
    0,   104, 385.861304, 96.575262, 4.537696,     0
    0,   105, 111.029956, 168.157622, 3.715369,     0
    0,   106, 236.564110, 365.117244, 2.721612,     0
    0,   107, 265.632760, 188.423652, 2.870873,     0
    0,   108, 118.569371, 137.308352, 0.922383,     0
    0,   109, 316.699492, 62.864743, 3.308277,     0
    0,   110, 47.100887, 77.467793, 5.769817,     0
    0,   111, 270.503053, 144.946088, 3.711657,     0
    0,   112, 74.493064, 128.010774, 3.647933,     0
    0,   113, 21.315372, 173.122197, 3.269306,     0
    0,   114, 332.747162, 176.319357, 5.356821,     0
    0,   115, 106.886493, 20.626364, 0.712909,     0
    0,   116, 8.725571, 353.527481, 5.636206,     0
    0,   117, 290.672452, 340.956800, 1.773798,     0
    0,   118, 45.457479, 142.827850, 6.296353,     0
    0,   119, 376.288397, 172.174434, 0.044643,     0
    0,   274, 381.260577, 394.895480, 5.121368,     0
    0,   120, 235.580840, 135.057901, 5.088930,     0
    0,   121, 146.721298, 139.609277, 2.308981,     0
    0,   122, 17.232144, 209.697728, 4.566359,     0
    0,   123, 32.923720, 114.100326, 0.560475,     0
    0,   124, 188.239488, 108.119456, 5.584620,     0
    0,   125, 293.674382, 45.273041, 5.364746,     0
    0,   126, 364.206686, 175.416421, 3.067998,     0
    0,   127, 322.015370, 294.826803, 0.856271,     0
    0,   128, 264.086598, 314.077889, 2.251259,     0
    0,   129, 332.705273, 184.228952, 1.062141,     0
    0,   130, 193.405175, 30.263277, 1.757605,     0
    0,   131, 144.367639, 362.946297, 4.255478,     0
    0,   132, 82.047763, 304.842580, 5.603302,     0
    0,   133, 329.580124, 72.112488, 2.017293,     0
    0,   134, 311.599697, 266.123646, 3.850141,     0
    0,   135, 308.011032, 346.010829, 2.681910,     0
    0,   136, 149.694525, 82.977468, 0.143328,     0
    0,   137, 143.743418, 263.875102, 4.223479,     0
    0,   138, 96.267050, 351.313635, 4.204304,     0
    0,   139, 112.957425, 312.162655, 2.493594,     0
    0,   140, 124.857965, 202.624288, 0.811629,     0
    0,   141, 358.181187, 193.078473, 3.837104,     0
    0,   142, 252.753542, 132.276661, 4.651238,     0
    0,   143, 185.587193, 14.124008, 2.739045,     0
    0,   144, 208.704190, 179.271310, 1.117971,     0
    0,   145, 115.380770, 60.212363, 5.258984,     0
    0,   146, 132.106683, 113.591732, 2.086210,     0
    0,   147, 142.071169, 331.671485, 1.427164,     0
    0,   148, 368.785702, 375.507241, 5.803997,     0
    0,   149, 166.201413, 368.160742, 3.891191,     0
    0,   150, 41.263721, 308.645702, 5.269403,     0
    0,   151, 236.680595, 205.384734, 4.038080,     0
    0,   152, 309.988359, 342.268688, 1.295832,     0
    0,   153, 340.729376, 134.797101, 1.253684,     0
    0,   154, 150.764516, 240.384074, 5.796933,     0
    0,   156, 237.067774, 175.412138, 5.374201,     0
    0,   157, 257.744082, 393.557488, 3.051377,     0
    0,   158, 328.105404, 266.655366, 2.530249,     0
    0,   159, 151.724172, 370.500106, 4.146109,     0
    0,   160, 201.097885, 273.596919, 0.655960,     0
    0,   161, 365.226483, 13.293213, 0.454892,     0
    0,   162, 112.628642, 64.358824, 2.037568,     0
    0,   163, 8.247888, 133.763063, 0.142860,     0
    0,   164, 376.450721, 94.225746, 4.756486,     0
    0,   165, 35.686812, 388.467196, 1.619173,     0
    0,   166, 198.335726, 188.537832, 0.027830,     0
    0,   167, 280.327542, 333.904695, 5.805435,     0
    0,   168, 83.378987, 74.260613, 2.663051,     0
    0,   169, 167.956108, 346.551722, 4.807316,     0
    0,   170, 382.141692, 68.009253, 5.549649,     0
    0,   171, 279.415720, 177.257605, 2.865143,     0
    0,   172, 359.981540, 112.165843, 4.238209,     0
    0,   173, 357.910378, 59.082368, 0.744193,     0
    0,   174, 106.648864, 93.487632, 0.979946,     0
    0,   175, 378.493825, 21.741723, 4.066105,     0
    0,   176, 131.393758, 276.915179, 0.487200,     0
    0,   177, 59.005760, 232.843524, 0.074519,     0
    0,   178, 246.330071, 134.563979, 5.796826,     0
    0,   179, 343.971054, 179.530621, 1.534152,     0
    0,   180, 296.639510, 101.861939, 1.800363,     0
    0,   181, 203.701062, 254.003325, 2.963980,     0
    0,   182, 308.027815, 55.611153, 0.484301,     0
    0,   183, 27.686007, 315.733410, 5.668233,     0
    0,   184, 10.681706, 161.111307, 1.131593,     0
    0,   185, 69.304402, 344.659795, 0.431050,     0
    0,   186, 302.933432, 92.591910, 1.564183,     0
    0,   187, 237.270606, 197.413096, 5.775188,     0
    0,   188, 26.292538, 138.641430, 4.354616,     0
    0,   189, 305.187898, 42.610552, 2.735783,     0
    0,   190, 89.921342, 137.866722, 5.082137,     0
    0,   191, 154.739378, 259.386857, 2.514999,     0
    0,   192, 210.452877, 317.835127, 4.109838,     0
    0,   193, 267.638531, 157.778831, 0.919934,     0
    0,   194, 39.505757, 168.626923, 2.318840,     0
    0,   195, 340.393120, 206.268585, 4.982067,     0
    0,   196, 322.167603, 300.224925, 3.955281,     0
    0,   197, 212.000672, 295.529875, 4.943765,     0
    0,   198, 388.675893, 390.737881, 0.494271,     0
    0,   199, 96.361802, 373.408733, -0.208469,     0
    0,   200, 186.946837, 76.354111, 3.632501,     0
    0,   201, 160.735012, 235.321470, 3.251880,     0
    0,   202, 365.921394, 370.684784, 6.034074,     0
    0,   203, 224.166039, 330.222233, 3.139798,     0
    0,   204, 213.498485, 28.021469, 5.734413,     0
    0,   205, 173.022771, 285.315257, 1.275725,     0
    0,   206, 309.041824, 275.530757, 0.114068,     0
    0,   207, 291.203677, 71.920382, 0.016642,     0
    0,   208, 313.936719, 384.063655, 5.564946,     0
    0,   209, 75.454892, 339.740451, 3.037583,     0
    0,   210, 115.030818, 362.454148, 1.369804,     0
    0,   211, 78.621074, 144.390532, 2.220666,     0
    0,   212, 55.518787, 330.013113, 5.879573,     0
    0,   213, 72.801545, 139.308930, 2.057425,     0
    0,   214, 142.929190, 102.080995, 1.688968,     0
    0,   215, 82.297048, 305.805911, 1.651880,     0
    0,   216, 234.010936, 315.940429, 5.750399,     0
    0,   217, 53.889696, 218.401957, 3.941122,     0
    0,   218, 21.845604, 28.860888, 3.807483,     0
    0,   219, 170.490944, 238.407188, 3.859386,     0
    0,   220, 291.228810, 229.794815, 2.387869,     0
    0,   221, 20.066072, 148.099035, 3.164813,     0
    0,   222, 299.987757, 391.685614, 2.730801,     0
    0,   223, 372.014164, 197.294192, 0.999769,     0
    0,   224, 385.824516, 95.058925, 0.752287,     0
    0,   225, 248.833123, 310.708645, 3.710238,     0
    0,   226, 123.880104, 78.614314, 4.444195,     0
    0,   227, 62.461152, 222.526531, 0.840229,     0
    0,   228, 258.830492, 194.563858, 2.145796,     0
    0,   229, 285.611987, 122.769612, 5.841571,     0
    0,   230, 143.611902, 43.700290, 5.188342,     0
    0,   231, 79.744048, 193.656382, 4.595841,     0
    0,   232, 337.828984, 189.619233, 2.464109,     0
    0,   233, 361.820426, 384.694159, 3.535913,     0
    0,   234, 315.473759, 317.364033, 5.482174,     0
    0,   235, 168.355949, 24.396368, 1.367759,     0
    0,   236, 381.453867, 66.757757, 2.489230,     0
    0,   275, 394.553872, 321.179784, 2.400520,     0
    0,   237, 378.563738, 254.003099, 2.729196,     0
    0,   238, 137.673936, 284.733128, 0.878348,     0
    0,   239, 182.379615, 300.664635, 2.197373,     0
    0,   240, 391.830281, 12.353479, 2.692074,     0
    0,   241, 58.898670, 171.040352, 0.681262,     0
    0,   242, 166.893803, 62.693131, 2.333166,     0
    0,   243, 5.301111, 256.567232, 4.270263,     0
    0,   244, 88.110756, 285.832688, 1.454722,     0
    0,   245, 164.020910, 368.394210, 3.075509,     0
    0,   246, 113.503331, 217.728487, 2.707801,     0
    0,   247, 108.294600, 389.472188, 4.489303,     0
    0,   248, 105.651785, 275.407432, 1.392669,     0
    0,   249, 137.345939, 277.818812, 3.056960,     0
    0,   250, 251.381336, 315.043776, 5.772440,     0
    0,   251, 252.721856, 181.842311, 2.787002,     0
    0,   252, 179.868380, 54.410232, 0.076817,     0
    0,   253, 37.978127, 52.914881, 5.450661,     0
    0,   254, 381.287921, 271.880947, 3.399169,     0
    0,   255, 372.543443, 248.966798, 0.350885,     0
    0,   256, 323.275680, 16.746842, 3.437621,     0
    0,   257, 143.385798, 44.942623, 0.025756,     0
    0,   258, 102.489891, 274.172886, 4.813031,     0
    0,   259, 126.563137, 203.166082, 5.461721,     0
    0,   260, 111.889251, 161.888188, 0.078215,     0
    0,   261, 149.159113, 234.923200, 5.758176,     0
    0,   262, 46.240591, 11.844189, 0.764009,     0
    0,   263, 374.451443, 142.563084, 5.346146,     0
    0,   264, 330.817054, 303.735777, 1.675498,     0
    0,   265, 261.218619, 339.089241, 1.659868,     0
    0,   266, 188.290271, 376.437557, 4.695432,     0
    0,   267, 102.103098, 197.426719, 4.794075,     0
    0,   268, 340.258138, 217.772249, 5.297698,     0
    0,   269, 89.568374, 128.501257, 4.773448,     0
  230,     0, 157.490049, 252.528503, 6.444725,    28
  230,   451, 137.966669, 378.764662, 0.217583,    34
  230,     2, 36.915633, 223.739610, 3.431618,    39
  230,     3, 376.054924, 177.828870, -7.671848,    30
  230,     4, 37.288513, 109.052818, 5.471775,    18
  230,     5, 177.348219, 195.379720, -0.771865,    32
  230,     7, 348.456595, 108.537823, -0.950867,    36
  230,   449, 157.044327, 374.072006, 6.255511,    30
  230,   473, 16.267067, 202.183228, -2.227932,    36
  230,    10, 77.748183, 70.041342, 4.379624,    46
  230,    11, 71.495686, 89.898903, 4.441376,    29
  230,   409, 383.239609, 315.945891, -3.085949,    42
  230,   270, 292.713823, 10.466858, 6.434374,    35
  230,   482, 389.096115, 19.686088, 1.282976,    31
  230,   313, 358.355434, 106.695277, 3.265588,    42
  230,   487, 381.519463, 360.144316, 3.015877,    36
  230,   463, 274.619446, 12.502125, 9.890993,    39
  230,   466, 379.701365, 339.129017, 2.181094,    39
  230,   326, 357.068139, 23.704484, -2.276616,    44
  230,   316, 28.467774, 182.233656, 3.037997,    26
  230,    16, 307.991700, 302.954481, 6.365899,    33
  230,    17, 273.931622, 91.568413, -1.221131,    40
  230,   281, 101.239280, 37.224140, 6.189534,    42
  230,   483, 388.022244, 111.482596, 7.955011,    34
  230,    19, 330.158052, 312.997938, 8.067767,    37
  230,   464, 383.268754, 33.310364, 1.513049,    36
  230,    22, 266.955368, 126.561953, 0.458149,    43
  230,   302, 140.549415, 53.952898, -0.519142,    37
  230,   421, 306.984296, 368.093553, 4.614314,    34
  230,    25, 12.865407, 94.716219, 4.511432,    39
  230,   370, 329.736800, 122.390859, 11.262115,    28
  230,    27, 191.225781, 268.451590, 4.634559,    29
  230,   314, 280.522042, 137.338357, 3.708392,    45
  230,    30, 237.719156, 172.809241, 2.247084,    49
  230,    31, 147.720672, 142.055916, 7.592088,    35
  230,   271, 18.981944, 385.996373, 3.620689,    37
  230,   433, 79.677324, 347.706208, 6.142902,    35
  230,   372, 87.981335, 331.098075, 2.590315,    34
  230,    34, 46.968980, 161.606472, 3.442999,    41
  230,   410, 295.920480, 324.788757, 5.408627,    30
  230,    35, 49.903683, 198.587254, 2.471218,    42
  230,   290, 352.476386, 381.191888, -0.828049,    35
  230,   402, 320.061994, 352.440129, 3.081855,    33
  230,    37, 177.180749, 249.471984, -1.850765,    38
  230,    40, 197.946162, 194.917528, 4.186352,    35
  230,    42, 168.152852, 390.969692, -0.249429,    31
  230,   445, 263.569807, 361.783944, 5.153768,    38
  230,   416, 303.662004, 329.750291, -1.608507,    50
  230,    44, 115.190428, 219.092523, 3.562808,    36
  230,    45, 252.563894, 63.651317, 0.950912,    35
  230,   479, 20.442776, 59.731426, 0.624838,    39
  230,    47, 336.305045, 338.693538, 6.962440,    40
  230,    48, 99.015294, 312.577866, -0.082183,    33
  230,    49, 289.108038, 217.189407, 7.882973,    39
  230,   478, 331.443954, 387.160778, 2.634853,    39
  230,    52, 188.998792, 41.374497, 0.334958,    32
  230,   345, 261.887498, 279.743234, 4.964160,    39
  230,    55, 292.613156, 50.307695, 11.092197,    30
  230,   293, 270.543271, 118.628330, 1.330427,    35
  230,    57, 267.051465, 217.073717, -2.002381,    40
  230,    58, 304.470030, 278.567539, 1.614725,    26
  230,   322, 78.998172, 73.404034, 6.659724,    31
  230,   455, 290.896837, 364.921797, -1.894103,    29
  230,    60, 339.063788, 120.913263, 5.247912,    28
  230,    61, 351.121084, 198.125555, -1.959863,    32
  230,    62, 234.097603, 36.204020, -0.210119,    35
  230,   341, 280.867885, 64.486304, 3.169595,    32
  230,    64, 92.789287, 339.398956, 1.587532,    33
  230,    65, 73.565591, 152.569034, 5.301735,    36
  230,    66, 104.757910, 182.093907, 0.815453,    40
  230,    67, 313.464651, 221.854776, 1.771789,    35
  230,    68, 113.008325, 108.329802, -3.945426,    19
  230,    69, 41.060050, 248.251694, 3.517121,    33
  230,    70, 294.040343, 93.976754, 6.040083,    34
  230,   364, 9.833880, 186.641975, -1.596175,    46
  230,   501, 5.745399, 272.607289, 6.598180,    40
  230,    73, 333.196293, 328.524776, -0.459665,    29
  230,    74, 267.762276, 233.715687, 6.874207,    29
  230,    76, 210.415215, 21.948671, -1.499257,    39
  230,   297, 237.384545, 79.021078, 0.994609,    33
  230,   480, 386.442703, 137.579525, 2.235674,    34
  230,    78, 52.047654, 78.814821, 3.230545,    45
  230,   408, 196.974921, 8.350989, 5.018409,    35
  230,   354, 271.188621, 344.936796, 7.233759,    42
  230,    82, 271.749452, 197.379812, 9.598188,    32
  230,   304, 285.163918, 348.864306, 8.165901,    39
  230,   412, 43.074775, 67.000229, 8.431859,    35
  230,   430, 52.416322, 47.701598, 1.285108,    35
  230,    87, 309.720292, 21.629865, -1.439624,    29
  230,    88, 369.343582, 124.430719, 6.842086,    32
  230,   358, 289.304825, 109.544830, 3.732177,    42
  230,   296, 333.825820, 202.339572, 4.951370,    34
  230,   452, 367.374953, 278.384784, 3.250351,    36
  230,    91, 185.298984, 295.506366, 1.569305,    28
  230,   388, 213.991585, 93.279744, 2.238193,    37
  230,    92, 333.031304, 259.264289, -0.012641,    35
  230,    94, 239.188239, 300.756989, -1.731815,    35
  230,    95, 105.448585, 112.708945, -2.615242,    27
  230,   343, 21.710826, 371.170972, 3.738755,    32
  230,    98, 301.173446, 63.406269, 7.925316,    31
  230,    99, 214.013301, 349.563484, 2.435521,    30
  230,   446, 198.577859, 49.159411, 0.755515,    30
  230,   101, 226.256553, 209.621851, 6.982518,    31
  230,   331, 94.916257, 333.737067, -0.544609,    34
  230,   102, 355.272907, 207.725663, 1.974828,    31
  230,   103, 15.291961, 85.834696, -4.721236,    32
  230,   403, 321.646166, 39.479928, 2.029875,    20
  230,   105, 100.315931, 301.981434, 1.489687,    44
  230,   291, 274.967702, 228.566860, 4.517686,    36
  230,   342, 274.824348, 326.239742, 6.937451,    34
  230,   107, 277.036870, 382.228633, 2.062956,    31
  230,   108, 67.643041, 221.230338, -1.266404,    44
  230,   389, 254.686916, 314.249346, 4.878574,    34
  230,   110, 96.432987, 46.580619, 11.587318,    28
  230,   111, 168.457183, 279.145110, 1.316390,    35
  230,   502, 127.603128, 394.966039, 5.366192,    36
  230,   351, 307.777065, 147.433927, 5.096476,    39
  230,   382, 91.060755, 192.881425, 7.505490,    33
  230,   282, 112.047840, 12.626384, 6.217906,    31
  230,   346, 250.984558, 364.098755, -0.097297,    38
  230,   116, 18.840430, 325.204380, 2.868358,    36
  230,   118, 16.771159, 91.602618, 2.459223,    39
  230,   328, 44.366275, 185.704540, -2.351194,    49
  230,   347, 70.921024, 284.567356, 5.479660,    38
  230,   496, 14.570150, 223.039503, -1.013270,    40
  230,   491, 299.752675, 381.736933, 4.860119,    32
  230,   121, 171.569399, 280.104107, 3.831180,    33
  230,   284, 134.018709, 86.018398, -1.002810,    29
  230,   444, 382.849124, 354.263204, -2.598918,    33
  230,   317, 136.489346, 269.779687, 7.253360,    38
  230,   458, 136.246195, 367.594767, 4.285712,    36
  230,   378, 314.696292, 144.561574, 1.340653,    52
  230,   123, 51.657761, 307.721434, 1.235045,    37
  230,   124, 363.543498, 159.141455, 6.608847,    31
  230,   398, 294.464006, 78.859696, 0.783035,    35
  230,   481, 379.025314, 215.199529, 10.501871,    32
  230,   474, 30.063237, 387.636729, 0.802613,    42
  230,   426, 62.387360, 188.253557, -0.295460,    42
  230,   130, 183.764377, 98.487782, 4.549269,    36
  230,   133, 353.307405, 58.197207, 5.365337,    39
  230,   469, 390.987981, 242.783019, 5.116240,    40
  230,   359, 274.378793, 19.436849, -3.553771,    27
  230,   136, 246.065396, 178.163040, 2.536488,    42
  230,   137, 37.376176, 268.264764, 4.189969,    28
  230,   471, 379.136313, 222.445902, 3.933935,    42
  230,   459, 28.584794, 373.879293, 3.064367,    45
  230,   140, 195.028235, 195.297690, 1.139019,    45
  230,   141, 354.079224, 46.087267, 5.495028,    29
  230,   142, 167.062810, 91.523178, 5.701881,    34
  230,   143, 303.754669, 53.130508, 0.160046,    35
  230,   144, 171.754300, 205.973621, -3.765847,    32
  230,   475, 240.552925, 383.681055, 6.202000,    33
  230,   146, 101.399067, 97.060581, 8.919952,    37
  230,   414, 208.184218, 73.727120, 1.269574,    32
  230,   148, 331.231943, 224.763584, 5.318262,    34
  230,   149, 215.692325, 302.932610, 5.408727,    37
  230,   294, 247.725396, 316.497620, 7.111051,    46
  230,   393, 50.730863, 244.952792, 8.713917,    29
  230,   151, 292.179565, 96.293483, 7.256323,    38
  230,   362, 212.748862, 36.835248, 3.340580,    39
  230,   153, 323.512302, 146.044558, 5.785083,    28
  230,   154, 271.756876, 170.485142, 4.185143,    32
  230,   440, 356.635366, 334.047961, -2.933099,    41
  230,   467, 29.162052, 293.442403, 6.190265,    40
  230,   159, 192.946396, 316.203554, 7.338235,    40
  230,   160, 292.512656, 381.699043, 0.279651,    37
  230,   373, 328.054496, 143.635359, 5.184789,    34
  230,   329, 26.738328, 130.645321, 1.760635,    34
  230,   166, 166.862446, 54.166063, -1.488268,    32
  230,   489, 15.758612, 297.555273, 7.337795,    36
  230,   168, 136.036497, 174.099711, 6.962125,    30
  230,   169, 261.194659, 256.265685, 7.362714,    20
  230,   171, 146.301331, 171.583102, 3.662516,    34
  230,   339, 217.184014, 121.154053, 7.601158,    38
  230,   499, 9.420394, 84.938141, 6.493742,    45
  230,   174, 238.925378, 109.568681, 1.228126,    40
  230,   379, 278.317737, 294.916891, 4.802532,    28
  230,   176, 143.559398, 181.714400, -0.587227,    34
  230,   177, 190.251913, 256.897926, 4.753342,    34
  230,   434, 151.834981, 343.727614, 5.126360,    37
  230,   438, 341.662305, 40.849819, 2.532744,    28
  230,   179, 298.643813, 209.208179, -1.964333,    36
  230,   287, 162.951664, 131.860719, 0.442796,    31
  230,   427, 38.554335, 171.384776, 1.837720,    37
  230,   181, 45.625573, 223.479836, 2.772233,    34
  230,   182, 308.082041, 106.436417, -4.734760,    40
  230,   450, 146.596256, 31.754400, 6.637359,    32
  230,   484, 383.098675, 221.688911, -2.466868,    38
  230,   374, 60.563981, 211.847367, 1.686503,    42
  230,   442, 145.588054, 38.468817, 1.807962,    43
  230,   186, 146.935472, 131.278738, 3.371363,    38
  230,   187, 248.121194, 56.814506, 6.668152,    34
  230,   188, 20.753245, 56.989813, 8.825685,    38
  230,   189, 276.146683, 83.518451, 2.773487,    34
  230,   190, 57.723750, 99.178614, 9.314597,    38
  230,   298, 243.654475, 315.067911, 3.396956,    45
  230,   191, 85.319254, 134.792009, 3.701577,    43
  230,   192, 166.611851, 367.393181, -0.874638,    38
  230,   193, 208.322477, 256.168513, 3.198012,    35
  230,   392, 76.313751, 280.907644, -1.071917,    31
  230,   195, 309.613890, 316.480900, 10.465082,    29
  230,   196, 212.826733, 301.177920, 3.439565,    40
  230,   197, 170.428526, 298.883612, 8.854412,    34
  230,   200, 92.035671, 73.933259, 6.081856,    35
  230,   201, 11.909853, 113.093778, 3.142315,    49
  230,   203, 217.246234, 356.709341, 8.320319,    39
  230,   395, 351.261111, 366.287370, 5.593942,    35
  230,   205, 183.934988, 224.157383, 13.262575,    40
  230,   431, 353.137526, 230.625877, -3.680447,    42
  230,   207, 311.789158, 172.268183, 3.015420,    31
  230,   495, 13.827335, 282.498599, 6.805799,    44
  230,   454, 280.530354, 35.959388, 0.704133,    38
  230,   493, 329.877549, 383.094678, -0.963073,    38
  230,   428, 343.050597, 142.475812, 1.985746,    31
  230,   212, 246.759758, 339.052108, 5.107170,    44
  230,   394, 326.934324, 173.940808, 4.846707,    36
  230,   214, 97.956717, 116.967782, 3.169100,    29
  230,   216, 359.041882, 210.503172, 3.779503,    42
  230,   217, 8.279181, 288.651336, 8.014686,    41
  230,   465, 368.510088, 42.912109, 2.870926,    39
  230,   219, 166.405184, 60.121335, 3.496982,    34
  230,   220, 205.467015, 175.316034, 4.090599,    40
  230,   462, 154.985861, 33.045772, 1.763687,    27
  230,   352, 81.790490, 174.944857, -0.313677,    41
  230,   224, 327.406248, 230.049800, 6.384406,    37
  230,   497, 293.448169, 12.674013, 0.707429,    38
  230,   435, 24.990120, 339.971736, 4.037834,    36
  230,   226, 43.776975, 156.314470, 0.497565,    37
  230,   227, 215.389033, 256.301505, -1.753213,    30
  230,   228, 245.478125, 115.054790, 4.871389,    29
  230,   425, 335.482433, 168.927655, 1.595141,    39
  230,   232, 137.299052, 226.273875, 3.170270,    39
  230,   338, 350.624026, 78.351019, -2.239417,    35
  230,   234, 350.732430, 332.335806, 2.111688,    32
  230,   353, 310.132361, 251.106688, 2.259545,    33
  230,   418, 317.867348, 272.847235, 3.141352,    44
  230,   235, 164.741137, 216.322570, 1.184576,    40
  230,   447, 254.941861, 360.059066, 4.223925,    30
  230,   357, 339.694546, 276.420114, 5.193826,    34
  230,   490, 384.553788, 267.299474, -1.199192,    45
  230,   239, 187.975822, 259.972382, 3.316792,    46
